raw,error,OtherCorporationName,CorporationName,CorporationNameOrganization,CorporationNameAndCompany,CorporationNameBranchType,CorporationNameBranchIdentifier,CorporationCommitteeType,CorporationLegalType,ShortForm,ProxyFor,AKA
BRANDEIS UNIVERSITY,,,BRANDEIS UNIVERSITY,,,,,,,,,
ELLE COMMUNICATIONS,,,ELLE COMMUNICATIONS,,,,,,,,,
3 ARTS,,,3 ARTS,,,,,,,,,
ANTHONY OSTLUND BAER & LOUWAGIE P.A.,,,ANTHONY OSTLUND BAER & LOUWAGIE,,,,,,P.A.,,,
MACK MANAGEMENT & CONSTRUCTION CORPORA,,,MACK MANAGEMENT & CONSTRUCTION,CORPORA,,,,,,,,
UNIVERSITY OF TSUKUBA,,,OF TSUKUBA,UNIVERSITY,,,,,,,,
ACCION GROUP,,,ACCION,GROUP,,,,,,,,
CRMS,,,CRMS,,,,,,,,,
WSH PRODUCTIONS LLC,,,WSH PRODUCTIONS,,,,,,LLC,,,
WB TV,,,WB TV,,,,,,,,,
GOLD COMMUNICATIONS,,,GOLD COMMUNICATIONS,,,,,,,,,
JACKSON WALKER,,,JACKSON WALKER,,,,,,,,,
PEARSON EDUCATION,,,PEARSON EDUCATION,,,,,,,,,
HILLARD HEINTZE,,,HILLARD HEINTZE,,,,,,,,,
ACCIDENT & INJURY CLINIC,,,ACCIDENT & INJURY,CLINIC,,,,,,,,
SIDLEY AUSTIN LLP,,,SIDLEY AUSTIN,,,,,,LLP,,,
SYZYGY THERAPEUTICS,,,SYZYGY THERAPEUTICS,,,,,,,,,
REFUGEE STORIES,,,REFUGEE STORIES,,,,,,,,,
HOWARTH & SMITH,,,HOWARTH & SMITH,,,,,,,,,
FINKELSTEIN TIMBERGER LLC,,,FINKELSTEIN TIMBERGER,,,,,,LLC,,,
COVINGTON & BURLING LLP,,,COVINGTON & BURLING,,,,,,LLP,,,
LAW OFFICES OF RICHARD BARRETT,,,OF RICHARD BARRETT,LAW OFFICES,,,,,,,,
STEPTOE & JOHNSON,,,STEPTOE & JOHNSON,,,,,,,,,
THE FERRARO LAW FIRM,,,THE FERRARO,LAW FIRM,,,,,,,,
GOOD GOVERNMENT INITIATIVE,,,GOOD GOVERNMENT,INITIATIVE,,,,,,,,
DELOITTE TAX LLP,,,DELOITTE TAX,,,,,,LLP,,,
TREE CARE INC.,,,TREE CARE,,,,,,INC.,,,
SULLIVAN & CROMWELL LLP,,,SULLIVAN & CROMWELL,,,,,,LLP,,,
FOOTHILL COLLEGE,,,FOOTHILL COLLEGE,,,,,,,,,
MCKENNA LONG & ALDRIDGE LLP,,,MCKENNA LONG & ALDRIDGE,,,,,,LLP,,,
BOOZ ALLEN HAMILTON,,,BOOZ ALLEN HAMILTON,,,,,,,,,
U.S. DEPARTMENT OF THE INTERIOR,,,U.S. DEPARTMENT OF THE INTERIOR,,,,,,,,,
PARKLAND HEALTH & HOSPITAL SYSTEM,,,PARKLAND HEALTH & HOSPITAL SYSTEM,,,,,,,,,
BUDDHA JONES,,,BUDDHA JONES,,,,,,,,,
GRANT TANI BARASH & ALTMAN,,,GRANT TANI BARASH & ALTMAN,,,,,,,,,
LESS INSTITUTE,,,,LESS INSTITUTE,,,,,,,,
FIDDLER FILMS,,,FIDDLER FILMS,,,,,,,,,
FANNIE MAE,,,FANNIE MAE,,,,,,,,,
APPLE INC.,,,APPLE,,,,,,INC.,,,
THE BERNSTEIN COMPANIES,,,THE BERNSTEIN,COMPANIES,,,,,,,,
COOPER HOSPITAL,,,COOPER,HOSPITAL,,,,,,,,
MJ KATZE MANAGEMENT LLC,,,MJ KATZE MANAGEMENT,,,,,,LLC,,,
GARRETTS MOVING & STORAGE INC,,,GARRETTS MOVING & STORAGE,,,,,,INC,,,
J. ROBINSON ALTERMAN LLC,,,J. ROBINSON ALTERMAN,,,,,,LLC,,,
WILKINSON BARKER KNAUER,,,WILKINSON BARKER KNAUER,,,,,,,,,
BAXTER INTERNATIONAL,,,BAXTER,INTERNATIONAL,,,,,,,,
DEBEVOISE & PLIMPTON,,,DEBEVOISE & PLIMPTON,,,,,,,,,
APPLE INC.,,,APPLE,,,,,,INC.,,,
MELLMAN MD INC.,,,MELLMAN MD,,,,,,INC.,,,
STERN INVESTOR RELATIONS INC.,,,STERN INVESTOR RELATIONS,,,,,,INC.,,,
NEW CARE CONCEPTS,,,NEW CARE CONCEPTS,,,,,,,,,
WHITE ELM CAPITAL,,,WHITE ELM CAPITAL,,,,,,,,,
SQUIRE PATTON BOGGS LLP,,,SQUIRE PATTON BOGGS,,,,,,LLP,,,
ST. JOHN'S WELL CHILD AND FAMILY CENTE,,,ST. JOHN'S WELL CHILD AND FAMILY,CENTE,,,,,,,,
MICROSOFT,,,MICROSOFT,,,,,,,,,
TOWN OF PROVINCETOWN,,,TOWN OF PROVINCETOWN,,,,,,,,,
CONNELL FOLEY LLP,,,CONNELL FOLEY,,,,,,LLP,,,
ROERIG OLIVEIRA & FISHER LLP,,,ROERIG OLIVEIRA & FISHER,,,,,,LLP,,,
FOLGER SHAKESPEARE LIBRARY,,,FOLGER SHAKESPEARE LIBRARY,,,,,,,,,
SCHWARTZ MEDIA STRATEGIES,,,SCHWARTZ MEDIA STRATEGIES,,,,,,,,,
GLOVER PARK GROUP,,,GLOVER PARK,GROUP,,,,,,,,
NOLASCO CHIROPRACTIC,,,NOLASCO CHIROPRACTIC,,,,,,,,,
KING OF THAI NOODLE HOUSE,,,KING OF THAI NOODLE HOUSE,,,,,,,,,
WHISNANT STRATEGIES LLC,,,WHISNANT STRATEGIES,,,,,,LLC,,,
GEORGE MASON UNIVERSITY,,,GEORGE MASON,UNIVERSITY,,,,,,,,
TGRG,,,TGRG,,,,,,,,,
IFC - THE WORLD BANK,,,IFC THE WORLD BANK,,,,,,,,,
QUALITY CARE FOR CHILDREN,,,QUALITY CARE FOR CHILDREN,,,,,,,,,
ORACLE CORPORATION,,,ORACLE,CORPORATION,,,,,,,,
LAWRENCE KAHN LAW GROUP,,,LAWRENCE KAHN LAW,GROUP,,,,,,,,
CONNECTIVE STRATEGIES,,,CONNECTIVE STRATEGIES,,,,,,,,,
ST. JOSEPH'S HOSPITAL,,,ST. JOSEPH'S,HOSPITAL,,,,,,,,
INTRAM INVESTMENTS,,,INTRAM INVESTMENTS,,,,,,,,,
WINSTON & STRAWN,,,WINSTON & STRAWN,,,,,,,,,
DEKALB COUNTY SCHOOL DISTRICT,,,DEKALB,COUNTY SCHOOL DISTRICT,,,,,,,,
ELITERAD RADIOLOGY SERVICES,,,ELITERAD RADIOLOGY SERVICES,,,,,,,,,
LEWIS ROCA RATHGERBER,,,LEWIS ROCA RATHGERBER,,,,,,,,,
PATION AND ASSOCIATES,,,PATION,,AND ASSOCIATES,,,,,,,
HUMAN SUBJECT PROTECTION CONSULTING,,,HUMAN SUBJECT PROTECTION CONSULTING,,,,,,,,,
HTPN,,,HTPN,,,,,,,,,
AKIN GUMP STRAUSS HAUER & FELD LLP,,,AKIN GUMP STRAUSS HAUER & FELD,,,,,,LLP,,,
SHECHTMAN,,,SHECHTMAN,,,,,,,,,
PREMIER SALES GROUP,,,PREMIER SALES,GROUP,,,,,,,,
HEATHER PODESTA + PARTNERS,,,HEATHER PODESTA,PARTNERS,,,,,,,,
BED BATH AND BEYOND,,,BED BATH AND BEYOND,,,,,,,,,
CHEMONICS,,,CHEMONICS,,,,,,,,,
OUTERWALL,,,OUTERWALL,,,,,,,,,
KOOB CONSULTING GROUP,,,KOOB CONSULTING,GROUP,,,,,,,,
MULTNOMAH COUNTY DISTRICT ATTORNEY'S O,,,MULTNOMAH COUNTY DISTRICT ATTORNEY'S O,,,,,,,,,
BLUE TIGER RECOVERY LLC,,,BLUE TIGER RECOVERY,,,,,,LLC,,,
GDG DESIGNWORKS,,,GDG DESIGNWORKS,,,,,,,,,
TUFTS MEDICAL CENTER,,,TUFTS,MEDICAL CENTER,,,,,,,,
THE DRISCOLL FIRM,,,THE DRISCOLL,FIRM,,,,,,,,
LOEWS HOTELS,,,LOEWS HOTELS,,,,,,,,,
KELLY & MANCINI PC,,,KELLY & MANCINI,,,,,,PC,,,
WILMERHALE,,,WILMERHALE,,,,,,,,,
ZUCKERT,,,ZUCKERT,,,,,,,,,
BEREENHAUS GREENHOUS,,,BEREENHAUS GREENHOUS,,,,,,,,,
GREENBERG TRAURIG LLP,,,GREENBERG TRAURIG,,,,,,LLP,,,
CHENIERE ENERGY,,,CHENIERE ENERGY,,,,,,,,,
DEVINE MILLIMET,,,DEVINE MILLIMET,,,,,,,,,
SMS ASSIST,,,SMS ASSIST,,,,,,,,,
BAKER & HOSTETLER LLP,,,BAKER & HOSTETLER,,,,,,LLP,,,
ENERGY INNOVATION LLC,,,ENERGY INNOVATION,,,,,,LLC,,,
REUBEN H. FLEET SCIENCE CENTER,,,REUBEN H. FLEET SCIENCE,CENTER,,,,,,,,
WESTFIELD,,,WESTFIELD,,,,,,,,,
CREATIVE ARTISTS AGENCY,,,CREATIVE ARTISTS,AGENCY,,,,,,,,
MCCI MEDICAL GROUP,,,MCCI MEDICAL,GROUP,,,,,,,,
DUPREE MILLER & ASSOCIATES,,,DUPREE MILLER,,& ASSOCIATES,,,,,,,
HERZOG CREBS LLP,,,HERZOG CREBS,,,,,,LLP,,,
MORGAN,,,MORGAN,,,,,,,,,
STARBUCKS COFFEE COMPANY,,,STARBUCKS,COFFEE COMPANY,,,,,,,,
PALCI,,,PALCI,,,,,,,,,
SIMPSON THACHER & BARTLETT LLP,,,SIMPSON THACHER & BARTLETT,,,,,,LLP,,,
WORKFORCE OPTIONS,,,WORKFORCE OPTIONS,,,,,,,,,
JUDY DAVIS INSURANCE SERVICES,,,JUDY DAVIS INSURANCE SERVICES,,,,,,,,,
CLIFFORD LAW OFFICES,,,CLIFFORD,LAW OFFICES,,,,,,,,
STARWOOD HOTELS & RESORTS,,,STARWOOD HOTELS & RESORTS,,,,,,,,,
MINNESOTA DEPARTMENT OF COMMERCE,,,MINNESOTA OF COMMERCE,DEPARTMENT,,,,,,,,
REVEL,,,REVEL,,,,,,,,,
SCHNADER HARRISON SEGAL & LEWIS LLP,,,SCHNADER HARRISON SEGAL & LEWIS,,,,,,LLP,,,
BERGER & MONTAGUE,,,BERGER & MONTAGUE,,,,,,,,,
COLDWELL BANKER,,,COLDWELL BANKER,,,,,,,,,
LIVING PROOF,,,LIVING PROOF,,,,,,,,,
BILLINGSLEY COMPANY,,,BILLINGSLEY,COMPANY,,,,,,,,
COLUMBIA UNIVERSITY,,,COLUMBIA,UNIVERSITY,,,,,,,,
MUNGER TOLLES & OLSON LLP,,,MUNGER TOLLES & OLSON,,,,,,LLP,,,
EATWELL LLC,,,EATWELL,,,,,,LLC,,,
SONY,,,SONY,,,,,,,,,
ECKERT SEAMANS CHERIN & MELLOTT,,,ECKERT SEAMANS CHERIN & MELLOTT,,,,,,,,,
CORDOBA CORPORATION,,,CORDOBA,CORPORATION,,,,,,,,
IPEC--AMERICAS,,,IPEC--AMERICAS,,,,,,,,,
MCWHIRTER,,,MCWHIRTER,,,,,,,,,
5906 MURIETTA LLC,,,5906 MURIETTA,,,,,,LLC,,,
RITTENHOUSE CG,,,RITTENHOUSE CG,,,,,,,,,
OWSLEY BROWN PRESENTS,,,OWSLEY BROWN PRESENTS,,,,,,,,,
RBC CAPITAL MARKETS,,,RBC CAPITAL MARKETS,,,,,,,,,
EDELSON MARKETING INC,,,EDELSON MARKETING,,,,,,INC,,,
MORGAN LEWIS & BOCKIUS LLP,,,MORGAN LEWIS & BOCKIUS,,,,,,LLP,,,
ACXIOM,,,ACXIOM,,,,,,,,,
YALE LAW SCHOOL,,,YALE,LAW SCHOOL,,,,,,,,
MARITZ MOTIVATION SOLUTIONS,,,MARITZ MOTIVATION SOLUTIONS,,,,,,,,,
NACASTC,,,NACASTC,,,,,,,,,
IRON CONSTRUCTION,,,IRON CONSTRUCTION,,,,,,,,,
SANTA CLARA VALLEY TRANSPORTATION AUTH,,,SANTA CLARA VALLEY TRANSPORTATION AUTH,,,,,,,,,
LIFEWAY FOODS INC.,,,LIFEWAY FOODS,,,,,,INC.,,,
INNOVACARE,,,INNOVACARE,,,,,,,,,
MODRALL SPERLING,,,MODRALL SPERLING,,,,,,,,,
P. ZACCARO CO. INC.,,,P. ZACCARO,CO.,,,,,INC.,,,
OTG MANAGEMENT,,,OTG MANAGEMENT,,,,,,,,,
J. BYRNE & CO.,,,J. BYRNE,,& CO.,,,,,,,
H&E TELEPHONE FEDERAL CREDIT UNION,,,H & E TELEPHONE FEDERAL CREDIT UNION,,,,,,,,,
MUNGER TOLLES & OLSON LLP,,,MUNGER TOLLES & OLSON,,,,,,LLP,,,
THE IMORENO GROUP,,,THE IMORENO,GROUP,,,,,,,,
KETCHAM CAPITAL PARTNERS,,,KETCHAM CAPITAL,PARTNERS,,,,,,,,
LITO PRODUCTIONS INC.,,,LITO PRODUCTIONS,,,,,,INC.,,,
NEIMAN MARCUS,,,NEIMAN MARCUS,,,,,,,,,
LATHAM & WATKINS LLP,,,LATHAM & WATKINS,,,,,,LLP,,,
PATTERSON PLANNING INCORPORATED,,,PATTERSON PLANNING,,,,,,INCORPORATED,,,
THE FRY GIRL,,,THE FRY GIRL,,,,,,,,,
FACEBOOK,,,FACEBOOK,,,,,,,,,
KLEHR HARRISON,,,KLEHR HARRISON,,,,,,,,,
BARRETT LAW GROUP,,,BARRETT LAW,GROUP,,,,,,,,
WASHINGTON POST,,,WASHINGTON POST,,,,,,,,,
VITAL ALLERGY & ASTHMA CENTER,,,VITAL ALLERGY & ASTHMA,CENTER,,,,,,,,
CUMMINS INC.,,,CUMMINS,,,,,,INC.,,,
RADIUS,,,RADIUS,,,,,,,,,
SULLIVAN & CROMWELL LLP,,,SULLIVAN & CROMWELL,,,,,,LLP,,,
MILLENIA CHIROPRACTIC,,,MILLENIA CHIROPRACTIC,,,,,,,,,
EBAY INC.,,,EBAY,,,,,,INC.,,,
AUSTIN COMMUNITY COLLEGE,,,AUSTIN COMMUNITY,COLLEGE,,,,,,,,
VAIL RESORTS,,,VAIL RESORTS,,,,,,,,,
ARGUEDAS,,,ARGUEDAS,,,,,,,,,
AMERICAN ADDICTION CENTER,,,AMERICAN ADDICTION,CENTER,,,,,,,,
CARO PROPERTIES,,,CARO PROPERTIES,,,,,,,,,
PUMA SPRINGS VINEYARDS,,,PUMA SPRINGS VINEYARDS,,,,,,,,,
LANDOW AND CO DEVELOPERS,True,,,,,,,,,,,
THE COFFEE BEAN,,,THE COFFEE BEAN,,,,,,,,,
UNIVERSITY OF COLORADO,,,OF COLORADO,UNIVERSITY,,,,,,,,
FEI,,,FEI,,,,,,,,,
STRIBLING & ASSOCIATES,,,STRIBLING,,& ASSOCIATES,,,,,,,
RAR CONSULTING,,,RAR CONSULTING,,,,,,,,,
SAN FRANCISCO USD,,,SAN FRANCISCO USD,,,,,,,,,
MORGAN STANLEY,,,MORGAN STANLEY,,,,,,,,,
FLEISHMAN HILLARD,,,FLEISHMAN HILLARD,,,,,,,,,
ROBBINS GELLER RUDMAN & DOWD,,,ROBBINS GELLER RUDMAN & DOWD,,,,,,,,,
HENRY CROWN & COMPANY,,,HENRY CROWN,,& COMPANY,,,,,,,
MORGAN & MORGAN,,,MORGAN & MORGAN,,,,,,,,,
TUCK SCHOOL OF BUSINESS,,,TUCK SCHOOL OF BUSINESS,,,,,,,,,
RASKY BAERLEIN,,,RASKY BAERLEIN,,,,,,,,,
SOTHEBY'S INTERNATIONAL REALTY,,,SOTHEBY'S,INTERNATIONAL REALTY,,,,,,,,
GRANITE LEGAL SYSTEMS,,,GRANITE LEGAL SYSTEMS,,,,,,,,,
SILVER LAKE,,,SILVER LAKE,,,,,,,,,
ZYNGA,,,ZYNGA,,,,,,,,,
HALL PRANGLE & SCHOONVELD,,,HALL PRANGLE & SCHOONVELD,,,,,,,,,
U.S. GOVERNMENT,,,U.S. GOVERNMENT,,,,,,,,,
BAKER & HOSTETLER LLP,,,BAKER & HOSTETLER,,,,,,LLP,,,
NORTHWESTERN MEMORIAL HOSPITAL,,,NORTHWESTERN MEMORIAL,HOSPITAL,,,,,,,,
DUDLEY AND SMITH,,,DUDLEY AND SMITH,,,,,,,,,
DR. MALKEMUS INC.,,,DR. MALKEMUS,,,,,,INC.,,,
LEGO CONSTRUCTION,,,LEGO CONSTRUCTION,,,,,,,,,
OAKTREE CAPITAL MANAGEMENT,,,OAKTREE CAPITAL MANAGEMENT,,,,,,,,,
WILMERHALE,,,WILMERHALE,,,,,,,,,
UTSW MEDICAL CENTER,,,UTSW,MEDICAL CENTER,,,,,,,,
THE CARLYLE GROUP,,,THE CARLYLE,GROUP,,,,,,,,
RESERVOIR CAPITAL,,,RESERVOIR CAPITAL,,,,,,,,,
UNIVERSITY OF TEXAS AT SAN ANTONIO,,,OF TEXAS AT SAN ANTONIO,UNIVERSITY,,,,,,,,
EARLY,,,EARLY,,,,,,,,,
CLINTON MANAGEMENT,,,CLINTON MANAGEMENT,,,,,,,,,
BEST BUY CO.,,,BEST BUY,CO.,,,,,,,,
ALLEGHENY COUNTY SANITARY AUTHORITY,,,ALLEGHENY COUNTY,SANITARY AUTHORITY,,,,,,,,
LIVE NATION,,,LIVE NATION,,,,,,,,,
LOREE  RODKIN,,,LOREE RODKIN,,,,,,,,,
YOUNG & RUBICAN,,,YOUNG & RUBICAN,,,,,,,,,
MCGUIREWOODS LLP,,,MCGUIREWOODS,,,,,,LLP,,,
DIVERSIFIED,,,DIVERSIFIED,,,,,,,,,
CAPE TIP CONSTRUCTION,,,CAPE TIP CONSTRUCTION,,,,,,,,,
SEVEN GATES FARM CORP.,,,SEVEN GATES FARM,CORP.,,,,,,,,
LOGAN'S ROADHOUSE,,,LOGAN'S ROADHOUSE,,,,,,,,,
THE PALUMBO GROUP,,,THE PALUMBO,GROUP,,,,,,,,
BRACEWELL & GIULIANI LLP,,,BRACEWELL & GIULIANI,,,,,,LLP,,,
AMERICAN UNIVERSITY,,,AMERICAN UNIVERSITY,,,,,,,,,
MOUNT SINAI ST. LUKE'S,,,MOUNT SINAI ST. LUKE'S,,,,,,,,,
THE COCA-COLA COMPANY,,,THE COCA-COLA,COMPANY,,,,,,,,
WELLS FARGO,,,WELLS FARGO,,,,,,,,,
EVERCORE PARTNERS,,,EVERCORE,PARTNERS,,,,,,,,
INTELLECTUAL VENTURES,,,INTELLECTUAL VENTURES,,,,,,,,,
WOMEN MANAGEMENT,,,WOMEN MANAGEMENT,,,,,,,,,
DIB & FAGAN PC,,,DIB & FAGAN,,,,,,PC,,,
NEW YORK CITY,,,NEW YORK,CITY,,,,,,,,
WJC FOUNDATION,,,WJC FOUNDATION,,,,,,,,,
MCGUIREWOODS CONSULTING,,,MCGUIREWOODS CONSULTING,,,,,,,,,
NEXT WORLD CAPITAL,,,NEXT WORLD CAPITAL,,,,,,,,,
MORGAN STANLEY,,,MORGAN STANLEY,,,,,,,,,
AMERICAN UNIVERSITY,,,AMERICAN UNIVERSITY,,,,,,,,,
JACKSONVILLE BEACH CHIROPRACTIC,,,JACKSONVILLE BEACH CHIROPRACTIC,,,,,,,,,
EDF,,,EDF,,,,,,,,,
STATE OF MISSOURI,,,STATE OF MISSOURI,,,,,,,,,
AIG,,,,,,,,,,AIG,,
IBM,,,,,,,,,,IBM,,
AFFINION GROUP,,,AFFINION,GROUP,,,,,,,,
TMG,,,TMG,,,,,,,,,
CHARTERED MANAGEMENT INSTITUTE,,,CHARTERED MANAGEMENT,INSTITUTE,,,,,,,,
PARTNER,,,PARTNER,,,,,,,,,
SULLIVAN & CROMWELL LLP,,,SULLIVAN & CROMWELL,,,,,,LLP,,,
INSTITUTIONAL INVESTOR,,,INSTITUTIONAL INVESTOR,,,,,,,,,
MICROSOFT CORP.,,,MICROSOFT,CORP.,,,,,,,,
HUMANA,,,HUMANA,,,,,,,,,
THE JOSEPH GROUP,,,THE JOSEPH,GROUP,,,,,,,,
ISTONFORD,,,ISTONFORD,,,,,,,,,
HAWAIIAN AIRLINES,,,HAWAIIAN AIRLINES,,,,,,,,,
FED EX EXPRESS,,,FED EX EXPRESS,,,,,,,,,
PAMC,,,PAMC,,,,,,,,,
VENTURA,,,VENTURA,,,,,,,,,
STATE OF NEW YORK,,,STATE OF NEW YORK,,,,,,,,,
COZEN O'CONNOR,,,COZEN O'CONNOR,,,,,,,,,
CASPER & DE TOLEDO LLC,,,CASPER & DE TOLEDO,,,,,,LLC,,,
DOC DIRECTORY,,,DOC DIRECTORY,,,,,,,,,
CENTENE CORPORATION,,,CENTENE,CORPORATION,,,,,,,,
HORUS ADVISORS,,,HORUS ADVISORS,,,,,,,,,
KELLOGG HUBER HANSEN TODD EVANS & FIGE,,,KELLOGG HUBER HANSEN TODD EVANS & FIGE,,,,,,,,,
TPG-AXON CAPITAL,,,TPG-AXON CAPITAL,,,,,,,,,
LOVE CHIROPRACTIC,,,LOVE CHIROPRACTIC,,,,,,,,,
FLASTER/GREENBERG,,,FLASTER GREENBERG,,,,,,,,,
BRENNAN CENTER FOR JUSTICE AT NYU LAW,,,BRENNAN FOR JUSTICE AT NYU LAW,CENTER,,,,,,,,
ALIBABA'S TERRACE,,,ALIBABA'S TERRACE,,,,,,,,,
KRAMER LEVIN NAFTALIS & FRANKEL LLP,,,KRAMER LEVIN NAFTALIS & FRANKEL,,,,,,LLP,,,
GEORGIA STATE UNIVERSITY,,,GEORGIA STATE,UNIVERSITY,,,,,,,,
NEW YORK HOSPITAL OF QUEENS,,,NEW YORK OF QUEENS,HOSPITAL,,,,,,,,
MORGAN & MORGAN,,,MORGAN & MORGAN,,,,,,,,,
SPANISH BROADCASTING SYSTEMS INC.,,,SPANISH BROADCASTING SYSTEMS,,,,,,INC.,,,
J H SNYDER CO.,,,J H SNYDER,CO.,,,,,,,,
TARGETSMART COMMUNICATIONS,,,TARGETSMART COMMUNICATIONS,,,,,,,,,
PENDER & COWARD,,,PENDER & COWARD,,,,,,,,,
AMAZON,,,AMAZON,,,,,,,,,
PANEXUS HAITI S.A.,,,PANEXUS HAITI S.A.,,,,,,,,,
OPTIMUS,,,OPTIMUS,,,,,,,,,
THE SINAY COMPANY,,,THE SINAY,COMPANY,,,,,,,,
RANDALL APPAREL,,,RANDALL APPAREL,,,,,,,,,
MIDDLE BRIDGE PARTNERS,,,MIDDLE BRIDGE,PARTNERS,,,,,,,,
POLITANK,,,POLITANK,,,,,,,,,
BOSTON HEART DIAGNOSTICS,,,BOSTON HEART DIAGNOSTICS,,,,,,,,,
MCKINSEY & COMPANY,,,MCKINSEY,,& COMPANY,,,,,,,
MORGAN & MORGAN,,,MORGAN & MORGAN,,,,,,,,,
COLUMBIA UNIVERSITY,,,COLUMBIA,UNIVERSITY,,,,,,,,
DROPBOX,,,DROPBOX,,,,,,,,,
COLUMBIA UNIVERSITY,,,COLUMBIA,UNIVERSITY,,,,,,,,
MACRO CONSULTANTS,,,MACRO CONSULTANTS,,,,,,,,,
FEDERAL STREET ADVISORS,,,FEDERAL STREET ADVISORS,,,,,,,,,
AT&T,,,AT & T,,,,,,,,,
THINKTANK LEARNING,,,THINKTANK LEARNING,,,,,,,,,
YORK CAPITAL MANAGEMENT,,,YORK CAPITAL MANAGEMENT,,,,,,,,,
TCW,,,,,,,,,,TCW,,
HARVARD,,,HARVARD,,,,,,,,,
STEPTOE & JOHNSON,,,STEPTOE & JOHNSON,,,,,,,,,
LAUREN'S KIDS,,,LAUREN'S KIDS,,,,,,,,,
TURTLE BAY GROUP,,,TURTLE BAY,GROUP,,,,,,,,
HARWELL HOWARD HYNE GABBERT & MANNER,,,HARWELL HOWARD HYNE GABBERT & MANNER,,,,,,,,,
STOREFRONT POLITICAL MEDIA,,,STOREFRONT POLITICAL MEDIA,,,,,,,,,
SAVILLS STUDLEY,,,SAVILLS STUDLEY,,,,,,,,,
DELTA SETTLEMENTS,,,DELTA SETTLEMENTS,,,,,,,,,
DUFFY & DUFFY,,,DUFFY & DUFFY,,,,,,,,,
BLACKSTONE,,,BLACKSTONE,,,,,,,,,
MEDICAL SCANNING CONSULTANTS,,,MEDICAL SCANNING CONSULTANTS,,,,,,,,,
CHADBOURNE & PARKE LLP,,,CHADBOURNE & PARKE,,,,,,LLP,,,
CHURCH,,,CHURCH,,,,,,,,,
UCSF,,,UCSF,,,,,,,,,
GIBSON DUNN & CRUTCHER LLP,,,GIBSON DUNN & CRUTCHER,,,,,,LLP,,,
K&L GATES,,,K & L GATES,,,,,,,,,
SEISMIC PRODUCTIONS,,,SEISMIC PRODUCTIONS,,,,,,,,,
KOHNEN & PATTON LLP,,,KOHNEN & PATTON,,,,,,LLP,,,
KERSHAW CUTTER & RATINOFF,,,KERSHAW CUTTER & RATINOFF,,,,,,,,,
IDI,,,IDI,,,,,,,,,
BEVERLY HILLS ESCROW,,,BEVERLY HILLS ESCROW,,,,,,,,,
MITCHELL'S PARK STREET PHARMACY,,,MITCHELL'S PARK STREET PHARMACY,,,,,,,,,
BRENNER REAL ESTATE GROUP,,,BRENNER REAL ESTATE,GROUP,,,,,,,,
BALENCIAGA,,,BALENCIAGA,,,,,,,,,
NICHOLSONSCIENCE.COM,,,NICHOLSONSCIENCE.COM,,,,,,,,,
LENZ FOUNDATIOM,,,LENZ,FOUNDATIOM,,,,,,,,
WOMEN IN NEED,,,WOMEN IN NEED,,,,,,,,,
TASKRABBIT,,,TASKRABBIT,,,,,,,,,
INDUS CONSTRUCTION,,,INDUS CONSTRUCTION,,,,,,,,,
A+E NETWORKS,,,A+E NETWORKS,,,,,,,,,
CONVOY SUPPLY,,,CONVOY SUPPLY,,,,,,,,,
ALSTON & BIRD LLP,,,ALSTON & BIRD,,,,,,LLP,,,
PR FEDERAL AFFAIRS ADM.,,,PR FEDERAL AFFAIRS,,,,,,ADM.,,,
YALE UNIVERSITY,,,YALE,UNIVERSITY,,,,,,,,
TOWN OF ANHEM,,,TOWN OF ANHEM,,,,,,,,,
VISTA EQUITY PARTNERS,,,VISTA EQUITY,PARTNERS,,,,,,,,
VANDERBILT UNIVERSITY,,,VANDERBILT UNIVERSITY,,,,,,,,,
CLOUD PARITY,,,CLOUD PARITY,,,,,,,,,
POWER COSTS,,,POWER COSTS,,,,,,,,,
SCHULTE ROTH & ZABEL,,,SCHULTE ROTH & ZABEL,,,,,,,,,
SESAC,,,,,,,,,,SESAC,,
UNIVERSITY OF CALIFORNIA,,,OF CALIFORNIA,UNIVERSITY,,,,,,,,
WARNER BROTHERS,,,WARNER BROTHERS,,,,,,,,,
PAUL,,,PAUL,,,,,,,,,
SHEARMAN & STERLING LLP,,,SHEARMAN & STERLING,,,,,,LLP,,,
LIVE NATION,,,LIVE NATION,,,,,,,,,
PHILADELPHIA EAGLES,,,PHILADELPHIA EAGLES,,,,,,,,,
CATER COMMUNICATIONS,,,CATER COMMUNICATIONS,,,,,,,,,
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,MASSACHUSETTS OF TECHNOLOGY,INSTITUTE,,,,,,,,
PECK MADIGAN JONES,,,PECK MADIGAN JONES,,,,,,,,,
ENTERPRISE HOLDING,,,ENTERPRISE HOLDING,,,,,,,,,
EDVICE LTD,,,EDVICE,,,,,,LTD,,,
O'DWYER & BERNSTIEN,,,O'DWYER & BERNSTIEN,,,,,,,,,
FENDER,,,FENDER,,,,,,,,,
IAS,,,IAS,,,,,,,,,
BROWNSTEIN HYATT FARBER SCHRECK,,,BROWNSTEIN HYATT FARBER SCHRECK,,,,,,,,,
U.S. GOVERNMENT,,,U.S. GOVERNMENT,,,,,,,,,
CELUSTORE USA INC,,,CELUSTORE USA,,,,,,INC,,,
PROVIDER SERVICES,,,PROVIDER SERVICES,,,,,,,,,
